bus,Plant_type,Gen,isa_slack,Gov,Exc
190,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
191,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
198,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
213,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
220,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
221,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
222,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
227,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
230,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
233,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
236,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
238,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
239,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
241,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
242,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
243,plant_wt_loc_load_v6,SM_2axis_wt_loc_load_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7001,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7002,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7003,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7011,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7012,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7017,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7023,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7024,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7039,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7044,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7049,plant_cb_v6,SM_2axis_cb_v6,true,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7055,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7057,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7061,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7062,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7071,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7130,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7139,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
7166,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9002,plant_no_gov_wt_loc_load_v6,SC_2axis_wt_loc_load_cb_v6,false,nothing,avr_t1_cb_sauer__1_param
9051,plant_no_gov_wt_loc_load_v6,SC_2axis_wt_loc_load_cb_v6,false,nothing,avr_t1_cb_sauer__1_param
9053,plant_no_gov_wt_loc_load_v6,SC_2axis_wt_loc_load_cb_v6,false,nothing,avr_t1_cb_sauer__1_param
9054,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
9055,plant_cb_v6,SM_2axis_cb_v6,false,gov_t1_cb_sauer__1_param,avr_t1_cb_sauer__1_param
